1645372802	0	0	66668	66668992
1645373101	0	0	66668	66668992
1645373401	0	0	66668	66668992
1645373701	0	0	66668	66668992
1645374001	0	0	66668	66668992
1645374301	0	0	66668	66668992
1645374601	0	0	66668	66668992
1645374901	0	0	66668	66668992
1645375201	0	0	66668	66668992
1645375501	0	0	66668	66668992
1645375801	0	0	66668	66668992
1645376101	0	0	66668	66668992
1645376401	0	0	66668	66668992
1645376701	0	0	66668	66668992
1645377001	0	0	66668	66668992
1645377301	0	0	66668	66668992
1645377601	0	0	66668	66668992
1645377901	0	0	66668	66668992
1645378201	0	0	66668	66668992
1645378501	0	0	66668	66668992
1645378801	0	0	66668	66668992
1645379101	0	0	66668	66668992
1645379401	0	0	66668	66668992
1645379701	0	0	66668	66668992
1645380001	0	0	66668	66668992
1645380301	0	0	66668	66668992
1645380601	0	0	66668	66668992
1645380901	0	0	66668	66668992
1645381201	0	0	66668	66668992
1645381501	0	0	66668	66668992
1645381801	0	0	66668	66668992
1645382101	0	0	66668	66668992
1645382401	0	0	66668	66668992
1645382702	0	0	66668	66668992
1645383001	0	0	66668	66668992
1645383301	0	0	66668	66668992
1645383601	0	0	66668	66668992
1645383901	0	0	66668	66668992
1645384201	0	0	66668	66668992
1645384501	0	0	66668	66668992
1645384801	0	0	66668	66668992
1645385101	0	0	66668	66668992
1645385401	0	0	66668	66668992
1645385701	0	0	66668	66668992
1645386001	0	0	66668	66668992
1645386301	0	0	66668	66668992
1645386601	0	0	66668	66668992
1645386901	0	0	66668	66668992
1645387202	0	0	66668	66668992
1645387501	0	0	66668	66668992
1645387801	0	0	66668	66668992
1645388101	0	0	66668	66668992
1645388401	0	0	66668	66668992
1645388701	0	0	66668	66668992
1645389001	0	0	66668	66668992
1645389301	0	0	66668	66668992
1645389601	0	0	66668	66668992
1645389901	0	0	66668	66668992
1645390201	0	0	66668	66668992
1645390501	0	0	66668	66668992
1645390802	0	0	66668	66668992
1645391101	0	0	66668	66668992
1645391401	0	0	66668	66668992
1645391701	0	0	66668	66668992
1645392001	0	0	66668	66668992
1645392301	0	0	66668	66668992
1645392601	0	0	66668	66668992
1645392901	0	0	66668	66668992
1645393201	0	0	66668	66668992
1645393501	0	0	66668	66668992
1645393801	0	0	66668	66668992
1645394101	0	0	66668	66668992
1645394401	0	0	66668	66668992
1645394701	0	0	66668	66668992
1645395001	0	0	66668	66668992
1645395301	0	0	66668	66668992
1645395601	0	0	66668	66668992
1645395901	0	0	66668	66668992
1645396201	0	0	66668	66668992
1645396501	0	0	66668	66668992
1645396801	0	0	66668	66668992
1645397101	0	0	66668	66668992
1645397401	0	0	66668	66668992
1645397701	0	0	66668	66668992
1645398002	0	0	66668	66668992
1645398301	0	0	66668	66668992
1645398601	0	0	66668	66668992
1645398901	0	0	66668	66668992
1645399201	0	0	66668	66668992
1645399501	0	0	66668	66668992
1645399801	0	0	66668	66668992
1645400101	0	0	66668	66668992
1645400401	0	0	66668	66668992
1645400701	0	0	66668	66668992
1645401001	0	0	66668	66668992
1645401301	0	0	66668	66668992
1645401601	0	0	66668	66668992
1645401901	0	0	66668	66668992
1645402201	0	0	66668	66668992
1645402501	0	0	66668	66668992
1645402801	0	0	66668	66668992
1645403101	0	0	66668	66668992
1645403401	0	0	66668	66668992
1645403701	0	0	66668	66668992
1645404001	0	0	66668	66668992
1645404301	0	0	66668	66668992
1645404601	0	0	66668	66668992
1645404901	0	0	66668	66668992
1645405202	0	0	66668	66668992
1645405501	0	0	66668	66668992
1645405801	0	0	66668	66668992
1645406101	0	0	66668	66668992
1645406401	0	0	66668	66668992
1645406701	0	0	66668	66668992
1645407001	1	1	66668	66668992
1645407301	1	1	66668	66668992
1645407601	1	1	66668	66668992
1645407902	1	1	66668	66668992
1645408201	2	2	66668	66668992
1645408501	2	2	66668	66668992
1645408801	2	2	66668	66668992
1645409101	2	2	66668	66668992
1645409401	3	3	66668	66668992
1645409701	3	3	66668	66668992
1645410001	3	3	66668	66668992
1645410301	5	5	66668	66668992
1645410601	6	6	66668	66668992
1645410901	7	7	66668	66668992
1645411201	7	7	66668	66668992
1645411501	6	6	66668	66668992
1645411801	7	7	66668	66668992
1645412101	7	7	66668	66668992
1645412401	7	7	66668	66668992
1645412701	7	7	66668	66668992
1645413001	7	7	66668	66668992
1645413301	7	7	66668	66668992
1645413601	7	7	66668	66668992
1645413901	7	7	66668	66668992
1645414201	7	7	66668	66668992
1645414501	8	8	66668	66668992
1645414801	7	7	66668	66668992
1645415101	6	6	66668	66668992
1645415401	6	6	66668	66668992
1645415701	6	6	66668	66668992
1645416002	6	6	66668	66668992
1645416301	5	5	66668	66668992
1645416601	5	5	66668	66668992
1645416901	4	4	66668	66668992
1645417201	4	4	66668	66668992
1645417501	4	4	66668	66668992
1645417802	4	4	66668	66668992
1645418101	3	3	66668	66668992
1645418401	3	3	66668	66668992
1645418701	3	3	66668	66668992
1645419001	3	3	66668	66668992
1645419301	3	3	66668	66668992
1645419601	3	3	66668	66668992
1645419901	3	3	66668	66668992
1645420201	2	2	66668	66668992
1645420501	2	2	66668	66668992
1645420801	2	2	66668	66668992
1645421101	2	2	66668	66668992
1645421402	2	2	66668	66668992
1645421701	2	2	66668	66668992
1645422001	2	2	66668	66668992
1645422301	2	2	66668	66668992
1645422601	2	2	66668	66668992
1645422901	2	2	66668	66668992
1645423201	4	4	66668	66668992
1645423501	4	4	66668	66668992
1645423801	5	5	66668	66668992
1645424101	5	5	66668	66668992
1645424401	5	5	66668	66668992
1645424701	5	5	66668	66668992
1645425001	5	5	66668	66668992
1645425301	6	6	66668	66668992
1645425601	6	6	66668	66668992
1645425901	6	6	66668	66668992
1645426201	6	6	66668	66668992
1645426501	5	5	66668	66668992
1645426802	6	6	66668	66668992
1645427101	6	6	66668	66668992
1645427401	5	5	66668	66668992
1645427701	5	5	66668	66668992
1645428001	5	5	66668	66668992
1645428301	4	4	66668	66668992
1645428601	5	5	66668	66668992
1645428901	5	5	66668	66668992
1645429201	5	5	66668	66668992
1645429501	4	4	66668	66668992
1645429801	6	6	66668	66668992
1645430101	5	5	66668	66668992
1645430402	5	5	66668	66668992
1645430701	5	5	66668	66668992
1645431001	6	6	66668	66668992
1645431301	6	6	66668	66668992
1645431601	7	7	66668	66668992
1645431901	7	7	66668	66668992
1645432201	8	8	66668	66668992
1645432501	8	8	66668	66668992
1645432801	8	8	66668	66668992
1645433101	8	8	66668	66668992
1645433401	8	8	66668	66668992
1645433701	8	8	66668	66668992
1645434002	7	7	66668	66668992
1645434301	7	7	66668	66668992
1645434601	7	7	66668	66668992
1645434902	7	7	66668	66668992
1645435201	6	6	66668	66668992
1645435501	6	6	66668	66668992
1645435801	7	7	66668	66668992
1645436101	7	7	66668	66668992
1645436401	7	7	66668	66668992
1645436702	8	8	66668	66668992
1645437001	6	6	66668	66668992
1645437301	5	5	66668	66668992
1645437602	6	6	66668	66668992
1645437901	7	7	66668	66668992
1645438201	7	7	66668	66668992
1645438501	6	6	66668	66668992
1645438801	7	7	66668	66668992
1645439101	7	7	66668	66668992
1645439401	7	7	66668	66668992
1645439701	5	5	66668	66668992
1645440001	4	4	66668	66668992
1645440302	4	4	66668	66668992
1645440601	3	3	66668	66668992
1645440901	3	3	66668	66668992
1645441201	2	2	66668	66668992
1645441501	1	1	66668	66668992
1645441801	1	1	66668	66668992
1645442102	1	1	66668	66668992
1645442401	1	1	66668	66668992
1645442701	1	1	66668	66668992
1645443001	1	1	66668	66668992
1645443301	1	1	66668	66668992
