1000000000082282201	3418	113.108.187.154	1661132833	82282201	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000002099082201	3420	113.108.187.154	1661133606	2099082201	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000000082282203	3421	113.108.187.154	1661134254	82282203	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000002099082202	3422	113.108.187.154	1661134726	2099082202	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000002099082203	3423	113.108.187.154	1661134835	2099082203	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000002099082204	3424	113.108.187.154	1661137352	2099082204	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000002099082205	3425	113.108.187.154	1661137448	2099082205	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000000000400612	3426	113.108.187.154	1661137905	400612	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000000009999100	3427	113.108.187.154	1661138200	9999100	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000002099082206	3428	113.108.187.154	1661138520	2099082206	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000000009999101	3429	113.108.187.154	1661139375	9999101	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000000123456051	3430	113.108.187.154	1661140297	123456051	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000000009999102	3431	113.108.187.154	1661140368	9999102	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000000123456052	3432	113.108.187.154	1661140587	123456052	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000000008222201	3434	113.108.187.154	1661146812	8222201	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000000008222202	3435	113.108.187.154	1661148422	8222202	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000000123456053	3437	113.108.187.154	1661149247	123456053	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000002099082207	3438	113.108.187.154	1661149971	2099082207	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000000009999104	3439	113.108.187.154	1661154130	9999104	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000002099082208	3440	113.108.187.154	1661154273	2099082208	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000000009990013	3442	60.247.92.114	1661155628	9990013	66668	666689901	com.arkgames.rod	android	1661155368129-772176994151019277
1000000000000400614	3443	113.108.187.154	1661156010	400614	66668	666689901	com.heroesofchaos.koramgame.na	android	
1000000000009990014	3444	60.247.92.114	1661156611	9990014	66668	666689901	com.arkgames.rod	android	1661156300202-1985577796211240110
1000000000123456054	3451	113.108.187.154	1661164273	123456054	66668	666689901	com.heroesofchaos.koramgame.na	android	
